ID,Division,RAS,RASdesc,pctinvalid,Team,Rank,Title,EducLv,Age,Sex,EthnicGrp,Citizenship,YearsofService,MyRole_Q1,MyRole_Q2,MyRole_Q3,MyRole_Q4,MyRole_Q5,MyRole_Q6,MyRole_Q7,MyRole_Q8,MyRole_Q9,MyRole_Q10,MyRole_Q11,RasManagement_Q1,RasManagement_Q2,RasManagement_Q3,RasManagement_Q4,RasManagement_Q5,RasManagement_Q6,RasManagement_Q7,RasManagement_Q8,RasManagement_Q9,RasManagement_Q10,RasManagement_Q11,RasManagement_Q12,RasManagement_Q13,RasManagement_Q14,RasManagement_Q15,WorkEnvironment_Q1,WorkEnvironment_Q2,WorkEnvironment_Q3,WorkEnvironment_Q4,WorkEnvironment_Q5,WorkEnvironment_Q6,WorkEnvironment_Q7,WorkEnvironment_Q8,WorkEnvironment_Q9,WorkEnvironment_Q10,WorkEnvironment_Q11,WorkEnvironment_Q12,WorkEnvironment_Q13,WorkEnvironment_Q14,WorkEnvironment_Q15,Communication_Q1,Communication_Q2,Communication_Q3,Communication_Q4,Communication_Q5,Communication_Q6,Communication_Q7,Communication_Q8,Communication_Q9,Training_Q1,Training_Q2,Training_Q3,Training_Q4,Training_Q5,Training_Q6,TrainingNeeds_Q1,TrainingNeeds_Q2,TrainingNeeds_Q3,TrainingNeeds_Q4,TrainingNeeds_Q5,TrainingNeeds_Q6,TrainingNeeds_Q7,TrainingNeeds_Q8,TrainingNeeds_Q9,ToolsResourcesAndProcesses_Q1,ToolsResourcesAndProcesses_Q2,ToolsResourcesAndProcesses_Q3,ToolsResourcesAndProcesses_Q4,ToolsResourcesAndProcesses_Q5,ToolsResourcesAndProcesses_Q6,ToolsResourcesAndProcesses_Q7,ToolsResourcesAndProcesses_Q8,ToolsResourcesAndProcesses_Q9,ToolsResourcesAndProcesses_Q10,ToolsResourcesAndProcesses_Q11,OverallSatisfaction_Q1,OverallSatisfaction_Q2,OverallSatisfaction_Q3,OverallSatisfaction_Q4,OverallSatisfaction_Q5,OverallSatisfaction_Q6
46,1,4,College and Professional Schools,7.5,1,7,"Research Adm, Post-Award Mgr",2,60.59999847,1,1,1,6.5,4,4,4,4,5,3,4,4,4,,"I would like FGC to regard us as customers. Email communication is poor, ticket response is delayed, and they refuse to accept a role as a conduit for interface with other central Finance offices. Just as they expect us to facilitate their interaction wit our departments, I expect them to do the same with FGC award setup, OSP and cash management in the Controller's office.",4,5,4,4,5,2,5,4,4,4,4,4,5,,,4,4,4,4,4,4,4,3,4,4,3,4,3,,,5,5,5,4,4,5,4,,,4,3,4,4,2,4,0,1,0,0,0,0,0,1,,4,4,5,4,4,3,4,4,4,,"Some of the details in the SOPs are outdated, but I know there is a shortage of resources to revise them.",4,4,5,5,4,
47,3,8,Public Health and Nursing,8.75,1,3,"Research Admin, Post Award III",3,57.90000153,1,2,1,6.099999905,3,4,4,4,4,3,4,4,4,,,4,4,4,4,4,2,4,3,3,3,2,4,4,,,4,4,4,4,4,4,3,2,3,4,4,4,4,,,4,3,2,2,3,3,4,,,4,3,3,4,3,4,0,0,0,0,0,0,0,1,,2,4,3,2,2,2,2,4,4,,,4,3,4,4,3,
48,2,5,Department of Medicine,10,1,5,"Asst Dir, Research Admin Svcs",3,33.59999847,1,1,1,5.800000191,5,5,5,5,5,4,5,5,5,,,5,5,5,5,5,2,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,2,2,4,5,4,2,Our office space is not adequate for our group.,Move into a better space with clean carpet.,5,5,5,5,2,2,5,,,4,4,4,5,3,3,0,0,0,0,0,0,0,0,,4,4,3,4,4,4,2,3,3,,,5,4,5,4,4,
49,2,7,Pediatrics,5,1,1,"Research Admin, Post-Award I",3,36.29999924,0,3,1,5.599999905,4,4,4,3,2,4,3,2,2,I don't feel my job prepares me to develop skills to do other positions other than continuing to be in the RAS. This can lead to becoming pigeonholed,Allowing us other opportunities to continue to expand and develop our skills to become marketable both through the RAS and through Emory,4,4,5,4,4,2,4,4,4,4,4,5,5,My RAS is a great RAS to be in,I think that my RAS unit does a great job being effective,4,3,5,4,3,4,4,3,3,3,3,3,4,Things can be slowed down because between RAS and RAS and central there is not a lot of flow and that energy can make work go much slower,Some people outside the RAS see why the RAS need to exist and others could take it or leave it and that can make it much more difficult to get things completed,4,4,4,3,3,4,4,,,4,4,4,4,3,4,0,0,1,0,0,1,1,1,Learn to use excel to a greater degree then just the simple ways that we use it within the RAS. Unlock the potential of the tools that we have been given,4,4,4,4,4,4,4,4,4,,,4,3,4,4,3,
50,3,8,Public Health and Nursing,10,1,3,"Research Admin, Post Award III",3,35.70000076,1,1,0,5.199999809,4,3,5,4,5,1,3,1,3,"Clear description of duties, competent central offices",,2,2,3,3,3,1,4,4,3,3,2,5,3,,,5,5,5,5,4,3,4,2,2,4,5,5,4,,,4,3,2,2,2,2,3,,,4,3,3,3,2,4,0,0,0,0,0,0,0,0,,2,2,2,3,2,2,1,4,3,,,4,3,4,4,3,
51,2,2,Basic Sciences,8.75,1,3,"Research Admin, Pre-Award III",3,56.79999924,1,2,1,5.099999905,5,1,4,5,2,5,1,2,2,More opportunity to learn both pre and post award,Leadership,3,2,3,3,2,3,3,2,1,3,2,3,2,Supervisor and Director should be more PI-service oriented.,,4,4,4,4,2,2,1,3,1,3,5,5,2,,,2,1,1,1,1,1,2,,,2,3,1,1,3,3,0,1,0,0,0,0,0,0,,3,1,1,2,4,5,3,2,4,,,4,3,3,3,2,
52,3,8,Public Health and Nursing,2.5,1,2,"Research Admin, Pre-Award II",,36.5,0,1,0,4.900000095,4,3,5,5,4,4,5,4,4,,,4,4,5,5,5,1,5,4,3,3,4,4,4,,,4,4,4,4,4,4,5,4,5,5,5,5,4,,,5,5,4,5,4,3,4,,,4,4,4,4,3,4,1,1,1,0,1,0,1,1,,4,4,2,4,4,4,4,2,4,,,5,4,5,5,5,
53,4,8,Public Health and Nursing,8.75,3,7,Project Mgr/Oper Support (RAS),2,31.39999962,1,1,1,4.199999809,5,5,5,5,4,5,5,4,5,,,5,5,5,5,5,1,5,4,4,4,4,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,4,4,4,,,4,4,3,3,3,3,1,0,0,0,0,0,0,0,,4,4,5,4,4,4,4,4,3,,,4,4,4,4,4,
54,2,5,Department of Medicine,6.25,1,3,"Research Admin, Post Award III",2,59.40000153,1,1,1,4.199999809,4,2,2,4,4,1,2,2,2,"The work I do is valuable to Emory's mission and I am honored to support the outstanding researchers in my department. I hope to find the support and encouragement from my leadership on ""how"" to be more productive, prioritize better, and contribute more maningfully to my team. Currently, the feedback tends more toward directives to ""do more"" with inconsistent support as to how that is to be accomplished.","1. For meetings with leadership, both individually and corporately to include specific words of appreciation for the volume and quality of work produced by me and our team.  2. Obtaining some coaching about how to develop and create presentations for reginal and national professional meetings and the desired timeline for those. 3. More opportunities to collaborate with team members on how to work smarter, not just once per year. 4. More initiative from leadership about development opportunities in our reglar meetings.",5,3,3,3,2,5,2,2,3,3,3,2,3,I believe my supervisor has a very difficult job and could benefit from greater support from our director.  That change would ultimately create the safe working environment she wishes to achieve.,"1. Any time my leadership can explain why certain metrics are required with a bit of the history behind their decisions, it makes the additional work easier to prioritize and incorporate into my daily schedule.  2.  Express gratitude in words, regularly. 3. Consider the overall work product when counseling a staff member concerning tweaks that can be made - avoid ""making a mountain out of a molehill."" 4.  Gather input from faculty and coordinators when evaluating performance.",2,3,3,2,4,2,2,3,4,3,5,4,5,,Verbal expressions of appreciation.  Address minor improvements that are needed within the appropriate context and avoid exaggerating their importance.,3,5,4,2,4,4,3,Possibly the SOPs and KPIs could be retooled and rolled out in staff meetings or larger RAS workshops.,"Minutes/notes/slides from staff meetings uploaded to shared drive or Box so that if a team member is not present, he/she can review upon return.",2,4,3,2,5,2,1,1,0,0,0,0,0,1,Life Cycle of Clinical Trial Overview of Award Set Up (so the end user understands the thought process involved),3,2,4,3,1,1,1,1,4,"1. It appears that the number of hours invested to accomplish work goals varies from RAS to RAS, leaving me believing that the expectations of my RAS are unusually high or the staffing level is unusually low. 2.  Central RAS should write and deliver curriulum as new tools roll out, for example, the FORT tool may need its own curriculum.","1. Having an individual work space, even a cubicle, would help. 2.  Creating a space where staff could chat without disturbing others would improve camaraderie and collaboration. 3. Hire or transfer in additional staff to handle the increasing workload.",3,5,2,2,3,"1. Verbal expressions of gratitude - I hope I have emphasized this. 2. Seeing leadership work extended hours every so often would help show a practical commitment to the team. 3. Keep desired improvements in perspective, avoid ""mountains from molehills."" 4.  Deliver counsel in an affirming way.  5. Engage principles of ""servant leadership."""
55,5,9,Yerkes,8.75,1,3,"Research Admin, Post Award III",2,49.59999847,1,2,1,3.900000095,4,4,4,4,4,2,4,4,4,,,5,5,5,5,5,2,4,4,4,4,4,4,5,,,4,4,4,4,3,4,3,4,4,4,4,4,2,,,4,4,4,4,4,4,4,,,4,4,4,4,4,2,0,0,0,0,1,0,0,0,,4,4,4,4,2,2,3,5,4,,,4,4,4,4,3,
56,3,8,Public Health and Nursing,7.5,1,2,"Research Admin, Post Award II",2,33,0,1,1,3.900000095,5,5,5,5,5,4,4,4,4,,,5,5,5,5,5,2,5,5,3,3,2,5,5,,,4,5,5,5,4,3,4,4,3,5,5,5,2,,,5,4,5,4,3,3,3,,,4,4,3,3,5,3,0,1,0,0,1,0,0,0,People Management and Leadership,5,4,2,4,2,4,4,4,5,,,2,4,5,5,5,
57,2,3,Cancer and Imaging,10,1,3,"Research Admin, Pre-Award III",2,57.5,1,2,1,3.700000048,3,3,3,2,1,1,1,2,1,"As a group, RAS workers are not valued.  We take multiple surveys and are promised we will get feedback on the survey and changes to make things better and neither ever happens.  We are devalued - they hire outside people over us.  We know we are not gettng meaningful raises so there is no incentive to give anything other than showing up and putting in the hours.  We know we get blackballed if we disagree or have opinions on what needs to change.  It doesn't matter how many picknics you have - we are not alued.  Please tell David Wynes to stop saying how he is paying for the meals.  This is not going to make us respect him or the way RA is run.",Fewer people over me asking me if I am doing my job or making me responsible for other people doing theirs - the RAS has to answer when grants are sitting at OSP.  The RAS has to track contracts after we have done everything the RAS needs to do.  Give us ess people looking over our shoulder trying to punish us and more responsibility to do our job and get compensated how we should.  Why are you paying so much middle management that do not help us get the work done but you can't pay us who are doing the wok.,4,4,4,4,2,4,3,1,1,1,3,1,3,"Frist.  There is a big difference between the Supervisor and RAS Director.  Are you going to have a separate set of questions for the RAS Director.  This is part of the problem with so much oversight from middle management.  You can't lump them together. Here are my comments:  The supervisor is new to this level of supervision and she is doing an OK job.  She is learning and wants to do a good job.  However, she is falling into the trap of trying to be friends with her old co-workers.  There is starting t be favoritism.  The Director:  has very little to do with my side of the RAS.  She cancels meetings instead of letting the supervisor run them, or letting the 3s run them.",Stop showing favoritism. Stop hiring her friends who live at her house and go on cruises with them and go to NCURA when they haven't earned it yet the ones that need it can't get paid for their trip.  Stop cancelling our meetings.  Stop listening to one sded stories when there are issues.  Stop lying.  We talk to each other and we know when she is lying.,3,2,1,4,1,1,1,4,1,1,2,4,1,Individuals can collaborate well with each other.  Some individuals are not good at working with others.  I understand the impulse to keep to yourself in this environment but when we are so cut off from the departments the only people around us are RAS peple.  If they are unhappy or suspicious or unsatisfied it affects everyone.  And punishing people for their opinions or for speaking out about problems within the RAS does not help.  It keeps making things worse.,"It's ok if you keep the RAS concept but the way it is implemented and the current structure is really making a bad situation worse.  How to improve it?  Not sure except that taking these surveys and anything else that just becomes another KPI that someonecan check off does not help.  Managing people is not about reading the latest gimmick and making a checklist.  We need better management, starting with David Wynes and Kathleen Bienkowski.  The fact that you keep incompetent people over us, making more moey than us, doing less to actually get the work done, but more branding so people will think they are doing work, that is the beginning of the bad environment.  You cannot fix them from the bottom up.  Only from the top down.  If you don't do anything els, stop the branding.  Branding is to help people choose one thing over another.  Coke vs Pepsi.  Do the faculty have a choice of what RAS they use, or whether or not they use a RAS?  Of course not, so branding is immaterial unless you are just trying to mke the faculty think everything is OK in the RAS when it is not.  This is the beginning of us being punished for us having opinions of what needs to change in the RAS.  If it's perfect, what could possibly need changing?",4,1,3,1,1,2,1,One of our biggest problems it that we cannot get answers to some of our questions.  The people responsible should answer our questions.,"One of our biggest problems it that we cannot get answers to some of our questions.  The people responsible should answer our questions.  If we ask for training in x we should know why we are not getting the training we need to do our job.  Stop cancellin the ""ERAS"" meetings or whatever they are called now.  I don't think we had any meeting last year, or maybe 1.  What kind of ""department"" does not have departmental meetings.  We should be able to ask questions in these meetings and get answers.  But theydon't want us asking questions. Usually because no one has an answer or no one wants to be responsible.",1,1,1,1,3,3,0,0,0,0,0,0,0,0,"Project management - managing  the many ""projects"" we have to get in on time; managing difficult staff; managing difficult boss; moving up the ladder of success - and we should not have to have a supervisor or boss ""allow"" us to go to these trainings.  Yo allow too many good people to be degraded by the whims of the management you put in place and let them be the gate keepers.  HR is no help to the workers.  Middle management is trying to keep its job by keeping us from developing professionally.  This isa problem Emory wide.",2,2,1,1,2,1,2,2,3,"Too many tools, resources and/or processes were developed by people who don't know what we do on a daily basis.","Don't just ask the Supervisors and Directors or the people they pick to review these things. You will only keep perpetuating the status as it is.  By going directly to the workers in the cubicles you will learn a lot and you will also give them the feelin they are respected.  If you as faculty or a RA cannot manage open communication by allowing us to ask questions in open meetings and holding supervisors and directors and RA administrators accountable there is nothing you will ever be able to do to make s believe you respect us or value us.  What we need as people who work in the cubicles often comes out of these types of meetings.  Instead you allow a few people to bottleneck everything.  Your workers are unhappy.  You are not going to get to the root o the issue with a survey.  I've never taken so many surveys in my life as when I came to Emory, and nothing changes.  Work with us face to face.  Doing surveys is an easy way out for the administration.  It allows you to say you tried.  But you didn't realy.  You just went through a checklist.  If you want change.  Talk to us face to face.",1,1,1,1,1,"There are so many things wrong with how RAS admin handles employees and how the faculty let us be handled this way.  We who work in cubicles do not have the power to hold supervisors and directors and OSP, FGC, central RAS to good HR practices or good admn practices.  The fact that faculty allow these people to write anything they want in our annual review or treat us any way they want on a daily basis does not make us feel respected or valued.  It does not make us feel good about the faculty who allow ths.  One reason people preferred working in the departments was that when a chair hired you to do a job and you did it you were treated with respect and you were given an appropriate raise.  Now you hire all these people in between you and your pre-award/pst-award person and we are not treated with respect and we do not get appropriate raises.  But you want to implement ""faculty engagement.""  This is backwards.  We had faculty engagement in the departments.  The RAS units don't need to go away.  You need acompletely different model for how they work. Mostly, get rid of so much middle management.  Have each person permanently assigned to different faculty/departments with contingencies/floaters when the workloads change. Have OSP and FGC and the departmentsput all their rules down on paper and make them responsible for communicating them to us in monthly meetings and on a research intranet (which I know will never happen at Emory's gotcha culture).  Have us answer to the faculty and departments we serve andnot middle management.  Middle management should be responsible for communicating information we need to do our jobs but the departments we serve should be managing our performance.  We are currently managed according to how good we make the RAS and the Vs and directors look to the faculty Ð just branding.  (If we are not worth the effort it takes for our faculty/departments to manage us, please do not say you value and respect us.) All RAS units should be"
58,2,5,Department of Medicine,7.5,1,6,"Sr Dir, Research Admin Svcs",2,60.29999924,1,1,1,3.5,4,4,4,4,4,4,4,4,4,,Better understanding by the central RAS office of research administration.  Not all RAS units function the same or are staffed at the same level.,4,4,4,4,4,1,4,5,5,5,4,4,4,,,5,5,5,5,4,5,4,2,2,4,4,4,4,,,4,4,4,4,2,2,4,,,4,2,4,4,4,4,0,0,0,0,0,0,1,1,,4,4,2,4,4,4,2,4,4,,,4,4,4,4,4,"Standard practice across RAS units related to staffing and work regardless of which college you are in.  For example, some units have multiple days to work from home where others do not."
59,2,7,Pediatrics,5,1,3,"Research Admin, Pre-Award III",,42.09999847,1,1,1,3.5,5,3,5,5,5,4,4,4,4,,Better communication.,3,3,4,4,4,2,3,3,3,3,2,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,5,4,4,3,3,3,3,,,4,4,4,4,5,3,1,1,0,1,1,0,0,0,,4,4,3,4,4,4,3,3,3,,,4,5,5,4,4,
60,2,7,Pediatrics,10,1,5,"Dir, Research Admin Svcs",3,61.09999847,1,1,1,3.200000048,5,5,5,5,5,3,4,4,4,,,5,5,5,5,5,1,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,4,4,2,5,,,5,5,5,5,5,5,5,,,5,5,4,4,4,4,0,0,0,0,0,0,0,0,,5,4,5,5,4,4,4,5,4,,,5,5,5,5,5,
61,1,4,College and Professional Schools,3.75,1,7,"Research Admin, Pre-Award Mgr",2,41.59999847,1,2,1,2.5,5,5,5,5,5,2,5,2,5,,More pre-award administrators,5,4,5,5,5,2,4,5,5,4,1,5,5,,,2,2,3,3,2,4,3,4,4,4,4,4,1,,,5,4,4,4,3,4,4,,,2,2,4,4,4,4,1,1,0,0,0,1,1,1,,4,4,3,4,1,1,1,4,4,,,4,4,4,4,3,
62,3,8,Public Health and Nursing,5,1,2,"Research Admin, Post Award II",3,38.59999847,1,2,1,3,4,3,4,5,5,4,5,5,5,,,3,3,5,5,5,1,4,5,5,5,5,5,5,,,5,5,5,5,5,4,5,5,3,5,5,5,3,,,5,4,4,4,4,4,5,,,4,4,4,3,4,3,0,0,1,0,1,0,1,1,,4,4,3,4,4,4,4,4,4,,,5,5,5,5,5,
63,3,8,Public Health and Nursing,6.25,1,3,"Research Admin, Pre-Award III",3,36.20000076,1,2,1,2.799999952,4,4,5,5,5,3,4,4,4,,Equity across roles so that the same expectations are held for all people in the same position creating more balance in workloads.,3,3,4,4,4,2,3,2,2,2,2,3,4,,"again, do more to create equity on the team and balance workloads",4,3,4,4,2,2,2,2,2,4,3,4,2,,I think there are more opportunities for recognition of achievements and also being compensated adequately when you have taken on more responsiblity.,4,4,4,4,3,3,4,,,3,3,3,3,4,3,0,1,0,0,0,0,1,1,,4,4,3,4,4,3,3,4,4,,,4,4,4,4,3,
64,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",8.75,1,2,"Research Admin, Pre-Award II",3,55.59999847,1,2,0,2.700000048,5,5,5,5,5,5,5,5,5,,Office location could be improved,5,5,5,5,5,1,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,4,4,5,4,5,4,,,5,5,5,5,5,5,5,,,5,5,4,5,2,4,0,0,1,0,0,0,0,0,CRA,4,5,5,4,4,4,4,2,5,Computer upgrades should be automatic,,5,5,5,5,5,RAS Central needs to look at improvements that need to be made in the physical space in our RAS.
65,1,4,College and Professional Schools,2.5,1,5,"Dir, Research Admin Svcs",3,40.09999847,1,1,1,2.5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,1,5,5,5,5,5,5,5,,,4,4,4,5,4,5,5,4,5,5,4,4,5,,,5,5,5,5,5,5,5,,,4,3,2,2,4,4,1,1,1,1,1,1,0,0,,5,5,5,5,5,5,4,5,5,,,5,5,5,5,5,
66,2,3,Cancer and Imaging,10,1,3,"Research Admin, Pre-Award III",3,56.09999847,1,2,1,2.5,4,3,4,4,4,3,2,2,3,,,4,4,5,5,5,1,5,2,4,2,4,3,5,Treatment of staff in the RAS is not consistent and there is often the perception that some are treated differently from others.,"Be consistent and treat everyone the same, be honest, and be fair.",3,4,3,4,3,3,3,4,3,4,2,4,4,,,4,4,4,4,2,4,3,On several occasions we have received requests from RAS Central that had not been properly conceived to include active fillable sections which impeded completion which was required.,,2,4,2,3,4,2,0,0,0,0,0,0,0,0,As part of my duties sometimes I need to work on clinical trials and contracts and I have many unanswered questions. Training and tools would be very helpful.,3,3,3,3,3,3,3,4,4,"More tools are needed, but tools that are good and truly meet the needs that we have.",,4,3,3,3,2,"I am satisfied with my position in my RAS but it's not something that I'd like to do forever and there is little room for growth. As a pre-award specialist, it's easy to feel like I'm working on an assembly line or a factory worker. I'm reluctant to recomend someone to the RAS because it's not for everyone. We work with faculty in our assigned departments but no sense of being part of the department. Some are truly grateful for your hard work and commitment and some are disrespectful."
67,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",10,2,3,Clin Trials Pre-Awd Spc III,2,38.09999847,1,3,1,2.400000095,5,5,5,5,5,4,4,3,4,,,5,5,5,5,5,1,5,2,4,2,3,3,5,,,4,4,4,4,2,3,4,3,3,4,4,4,4,,,4,4,4,4,4,4,4,,,5,5,5,4,4,3,0,0,0,0,0,0,0,0,,4,3,3,4,4,4,2,2,4,,,4,3,4,4,3,
68,2,2,Basic Sciences,7.5,1,3,"Research Admin, Pre-Award III",2,56,1,2,1,2.099999905,2,2,2,4,4,2,2,1,2,There is no incentive for team members to collaborate.,Reward those who willingly and cooperatively collaborate.  Do NOT reward those who refuse to collaborate and do NOT reward those who cause confusion.  Remember allowing poor behavior without correction is PERMISSION.,3,3,3,3,3,2,3,2,2,2,3,2,4,We have had 5+ management changes in over 1.5 years.  It difficult to gauge at this stage my satisfaction.  We have had some very strong managers and some weak.  Some subordinate staff have a habit of bullying teammates and managers because they had protetion (permission) from the Department Chair.  This made it difficult for managers.,Direct managers should have some autonomy and not have to take everything to upper management for approval.  Subordinate staff should be able to provide 360 feedback at performance evaluation periods annually.,2,2,1,1,3,4,4,1,4,3,1,1,4,1) There is no incentive to work collaboratively.  2) Permission is given to not collaborate because it is never corrected. 3) I have a minor temporary disability and I am harassed and bullied because of it by a few co-workers.,Some Managers are too intimidated to correct the poor and unacceptable behavior of their subordinate staff.  That makes it difficult for the entire team to work together. The staff member with poor behavior can often influence others and create a clique o workplace bullies.  Significant production time is wasted on poor behavior.,3,3,3,3,3,3,2,Blackboard is a good tool for notifications.  Training should be taken more serious and expertise development should be the goal.,Face to face training institute.,2,2,2,3,5,2,0,0,0,0,0,0,1,1,,2,2,1,2,2,2,1,1,3,,,3,4,4,3,3,"Last comments are many faculty do not respect the work efforts of the team in my opinion.  Faculty mistreat staff, they play favorite and bully them.  Faculty do not respect the policies or the staff effort. This occurs on a regular basis."
69,3,8,Public Health and Nursing,10,1,1,"Research Admin, Post-Award I",2,33.40000153,1,1,1,2,5,5,5,5,5,2,4,5,4,,Correct eNOA's being issued the first time. Faster response time with SalesForce tickets.,5,5,5,5,5,1,5,4,5,5,4,5,4,N/A; Kim Maune is amazing!,,5,4,4,4,5,4,4,3,3,4,4,4,4,,,4,4,5,5,4,4,4,,,4,5,4,4,2,4,0,0,0,0,0,0,0,0,,4,4,3,4,4,2,4,4,4,,,4,4,5,5,4,
70,3,8,Public Health and Nursing,7.5,1,2,"Research Admin, Pre-Award II",1,35.29999924,0,2,1,2,4,3,4,4,5,2,3,2,4,I am satisfied with my job as a RAS Administrator. I support the changes that have taken place thus far and I think our leaders do a fair job of presenting these changes.,-Transparency within my RAS unit.  -Equal opportunities/equal treatment -Equal pay/grades based on experience/education  -Recognition/Incentives when staff members go above and beyond.  -Support from respective departments in regards to timeliness of facuty request.,4,4,4,4,3,1,3,2,3,4,2,4,4,"Very recently, I have noticed a change in my supervisor. I'm excited about these changes.","Continue to hold everyone accountable for their responsibilities and reinforce positive feedback. Specifically, provide as much positive feedback as negative.",4,5,4,5,4,1,3,2,2,4,2,4,3,,I enjoy my work environment,4,3,2,2,4,4,4,,Communication could be improved by fostering a work environment that is transparent and forthright.,4,3,4,5,4,3,1,0,0,0,1,0,0,0,,5,5,5,5,5,5,5,5,5,,,4,4,4,4,4,
71,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",10,1,5,"Dir, Research Admin Svcs",3,44.70000076,1,1,1,2,5,5,5,5,5,4,4,4,4,"There still seems to be a gap in communications between the SOM/departmental expectations of the RAS and what is communicated as the RAS scope.  It would be beneficial if a collaborative presentation was held (with both SOM leadership and RAS leadership pesenting and attendees invited included departmental leadership, RAS leadership/staff, SOM leadership, and faculty.  I think it would be great for everyone to hear the same message at the same time.","I love my job and I love the many opportunities I have been afforded through the challenges presented.  The main component that would make my job better would be SOM, RAS central, and university leadership partnering better in communicating process change and the strategic vision for research administration at Emory.",5,5,5,5,5,1,5,4,5,5,4,5,5,"Research administration is a unique profession require specific skills.  I believe there should be an organized leadership training for all managerial employees within the RAS, which includes how to manage change, how to manage difficult conversations, an how to positively influence team members.",Take advantage of professional development opportunities to develop soft skills and manage diverse personalities.,5,4,5,5,5,5,5,3,5,5,5,5,4,,"Minimize the tug of war between RAS and department administrators.  Most RAS employees want to provide the extra services the department want and need.  However, since the RAS is accountable to specific metrics, managing to those metrics becomes the priorty, since performance is usually measured through this process.  I believe the work environment could be improved if department administrators were transparent to SOM leadership on the gaps that have occurred through the RAS implementation and then SOM an RAS leadership work collaboratively to minimize those gaps and define a clear scope of responsibilities for the RAS.",5,4,4,4,4,5,4,"If SOM implements processes that effect RAS processes, then SOM leadership should collaborate with RAS leadership to communicate the process changes.",SOM and RAS leadership should be collaborative in implementing and communicating new processes or process changes.,3,4,3,3,3,3,0,0,0,0,0,0,0,0,"Unfortunately, the above questions on the preference on formal and informal training may cause a potential statistical error.  I prefer formal training in certain contextual situations and I prefer informal training in certain contextual situations.  Howeer, I was forced to choose a neutral response (Neither Agree nor Disagree) which alludes to my lack of appreciation for either form of training.  I would like training on more of the psychological side of management, such as being a transformational leade with an introverted personality or managing teams with diverse personalities.",4,4,5,4,4,4,2,5,4,"My comment is related to the physical job environment.  I believe each RAS unit should be physically designed to foster the most collaborative environment.  Additionally, some RAS units have wonderful, pleasant physical environments, while others have mor institutionalized settings.  The settings for each RAS unit should be assessed in order to provide an equity in work environments.",,5,5,5,5,5,"The RAS implementation has fostered the perception that RAS employees are far removed from faculty.  As an institution, we must work together to provide opportunities for RAS/faculty engagement and collaboration.  Additionally, all employees, regardless o tenure or rank, should be required to engage in respectful dialogue."
72,2,2,Basic Sciences,10,1,2,"Research Admin, Post Award II",1,47.70000076,1,2,1,1.799999952,4,4,3,4,4,3,4,4,4,,,2,4,4,4,4,3,3,3,3,4,3,3,4,,,4,4,4,4,4,3,2,3,2,2,3,4,3,"The location of the Basic Science RAS isn't ideal.  Most times the office is extremely cold and there is no place to meet or eat lunch.  We are subjected to an unsanitary environment sharing the restroom with the library.  The office setup offers no privay and all conversations and noise can be heard by each employee.  This is very distracting, disruptive and unprofessional when you have phone conversations with outside personnel.",,4,4,4,2,3,4,4,,,4,4,4,4,3,3,0,0,0,0,0,0,0,0,,4,4,3,4,3,3,1,4,4,,,4,4,4,4,3,
73,2,7,Pediatrics,5,2,7,"Mgr, Clinical Trials Team",3,37.90000153,1,3,1,1.700000048,5,5,5,5,5,4,4,5,4,,,5,5,5,5,5,1,5,5,5,5,5,5,5,My RAS Director is wonderful and she is my role model.,be supportive as usual.,5,5,5,5,4,5,5,4,4,4,4,4,4,"it will be better if CHOA issues can be addressed in a proper way, and the relationship between RAS and department can be closer.",Is that possible to have CHOA as a vendor (not a subcontractor)? Then it will make the process smoother and my work environment better.,5,5,5,4,5,5,5,The recent claimed policy change of CHOA taking all industry-sponsored Peds clinical trials was a shock to me because i wasn't involved/contacted at all regarding this change. Our RAS was never being reached out for any feedback. I wish all policy/procedue changes can be transparent.,"We should be involved as early as possible when the communication is related to RAS. Also, the communication between RAS and faculty should be direct and not to through the third party.",4,4,4,4,4,1,1,0,0,0,0,1,1,1,new manager training,5,5,4,4,4,4,3,3,4,,,5,5,5,5,4,The communication across RAS units need to be improved.
74,2,2,Basic Sciences,10,1,3,"Research Admin, Post Award III",3,42.20000076,1,2,1,1.5,5,5,5,4,4,2,2,4,2,,,2,3,4,2,4,2,3,4,2,3,1,4,3,,,4,4,4,4,2,2,3,2,2,2,1,5,3,,,4,4,4,3,3,4,3,,,4,4,3,3,3,3,0,0,0,0,0,0,0,0,,2,2,3,3,1,1,1,1,3,Sometimes updated processes are not communicated in a timely manner.,,3,3,3,3,3,
